id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions/0/version,versions/0/created,versions/1/version,versions/1/created,update_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0295,Saugata Basu,Saugata Basu,"On the number of topological types occurring in a parametrized family of
  arrangements","20 pages, 2 figures. Revised version with updated bibliography and
  corrected references",Discrete Comput. Geom. 40:481-503 (2008),,,math.CO math.GT,,"  Let ${\mathcal S}(\R)$ be an o-minimal structure over $\R$, $T \subset
\R^{k_1+k_2+\ell}$ a closed definable set, and $$ \displaylines{\pi_1:
\R^{k_1+k_2+\ell}\to \R^{k_1 + k_2}, \pi_2: \R^{k_1+k_2+\ell}\to \R^{\ell}, \
\pi_3: \R^{k_1 + k_2} \to \R^{k_2}} $$ the projection maps.
  For any collection ${\mathcal A} = \{A_1,...,A_n\}$ of subsets of
$\R^{k_1+k_2}$, and $\z \in \R^{k_2}$, let $\A_\z$ denote the collection of
subsets of $\R^{k_1}$, $\{A_{1,\z},..., A_{n,\z}\}$, where $A_{i,\z} = A_i \cap
\pi_3^{-1}(\z), 1 \leq i \leq n$. We prove that there exists a constant $C =
C(T) > 0,$ such that for any family ${\mathcal A} = \{A_1,...,A_n\}$ of
definable sets, where each $A_i = \pi_1(T \cap \pi_2^{-1}(\y_i))$, for some
$\y_i \in \R^{\ell}$, the number of distinct stable homotopy types of $\A_\z,
\z \in \R^{k_2}$, is bounded by $ \displaystyle{C \cdot n^{(k_1+1)k_2},} $
while the number of distinct homotopy types is bounded by $ \displaystyle{C
\cdot n^{(k_1+3)k_2}.} $ This generalizes to the general o-minimal setting,
bounds of the same type proved in \cite{BV} for semi-algebraic and
semi-Pfaffian families. One main technical tool used in the proof of the above
results, is a topological comparison theorem which might be of independent
interest in the study of arrangements.
",v1,"Tue, 3 Apr 2007 05:51:58 GMT",v2,"Thu, 30 Aug 2007 18:40:15 GMT",21-02-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0296,Itzhak Bars,Itzhak Bars and Bora Orcal,"Generalized Twistor Transform And Dualities, With A New Description of
  Particles With Spin, Beyond Free and Massless",33 pages,"Phys.Rev.D75:104015,2007",10.1103/PhysRevD.75.104015,USC-07/HEP-B3,hep-th,,"  A generalized twistor transform for spinning particles in 3+1 dimensions is
constructed that beautifully unifies many types of spinning systems by mapping
them to the same twistor, thus predicting an infinite set of duality relations
among spinning systems with different Hamiltonians. Usual 1T-physics is not
equipped to explain the duality relationships and unification between these
systems. We use 2T-physics in 4+2 dimensions to uncover new properties of
twistors, and expect that our approach will prove to be useful for practical
applications as well as for a deeper understanding of fundamental physics.
Unexpected structures for a new description of spinning particles emerge. A
unifying symmetry SU(2,3) that includes conformal symmetry SU(2,2)=SO(4,2) in
the massless case, turns out to be a fundamental property underlying the
dualities of a large set of spinning systems, including those that occur in
high spin theories. This may lead to new forms of string theory backgrounds as
well as to new methods for studying various corners of M theory. In this paper
we present the main concepts, and in a companion paper we give other details.
",v1,"Tue, 3 Apr 2007 01:01:13 GMT",v2,"Thu, 12 Apr 2007 13:56:25 GMT",26-11-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0297,Sung-Chul Yoon,"Sung-Chul Yoon, Philipp Podsiadlowski and Stephan Rosswog",Remnant evolution after a carbon-oxygen white dwarf merger,"15 pages, 15 figures, 3 tables, submitted to MNRAS (Low resolution
  version; a high resolution version can be found at:
  http://www.astro.uva.nl/~scyoon/papers/wdmerger.pdf)",,10.1111/j.1365-2966.2007.12161.x,,astro-ph,,"  We systematically explore the evolution of the merger of two carbon-oxygen
(CO) white dwarfs. The dynamical evolution of a 0.9 Msun + 0.6 Msun CO white
dwarf merger is followed by a three-dimensional SPH simulation. We use an
elaborate prescription in which artificial viscosity is essentially absent,
unless a shock is detected, and a much larger number of SPH particles than
earlier calculations. Based on this simulation, we suggest that the central
region of the merger remnant can, once it has reached quasi-static equilibrium,
be approximated as a differentially rotating CO star, which consists of a
slowly rotating cold core and a rapidly rotating hot envelope surrounded by a
centrifugally supported disc. We construct a model of the CO remnant that
mimics the results of the SPH simulation using a one-dimensional hydrodynamic
stellar evolution code and then follow its secular evolution. The stellar
evolution models indicate that the growth of the cold core is controlled by
neutrino cooling at the interface between the core and the hot envelope, and
that carbon ignition in the envelope can be avoided despite high effective
accretion rates. This result suggests that the assumption of forced accretion
of cold matter that was adopted in previous studies of the evolution of double
CO white dwarf merger remnants may not be appropriate. Our results imply that
at least some products of double CO white dwarfs merger may be considered good
candidates for the progenitors of Type Ia supernovae. In this case, the
characteristic time delay between the initial dynamical merger and the eventual
explosion would be ~10^5 yr. (Abridged).
",v1,"Tue, 3 Apr 2007 01:50:26 GMT",v2,"Wed, 4 Apr 2007 17:28:44 GMT",19-08-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0298,Sergiy Torba M.,Ya. Grushka and S. Torba,"Direct Theorems in the Theory of Approximation of the Banach Space
  Vectors by Entire Vectors of Exponential Type","13 pages, typos corrected","Grushka Ya. and Torba S., ""Direct Theorems in the Theory of
  Approximation of Banach Space Vectors by Exponential Type Entire Vectors"",
  Methods Funct. Anal. Topology. 11 (2007), no. 3, 267-278",,,math.FA math.SP,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  For an arbitrary operator A on a Banach space X which is a generator of
C_0-group with certain growth condition at the infinity, the direct theorems on
connection between the smoothness degree of a vector $x\in X$ with respect to
the operator A, the order of convergence to zero of the best approximation of x
by exponential type entire vectors for the operator A, and the k-module of
continuity are given. Obtained results allows to acquire Jackson-type
inequalities in many classic spaces of periodic functions and weighted $L_p$
spaces.
",v1,"Tue, 3 Apr 2007 19:01:44 GMT",v2,"Mon, 23 Apr 2007 13:04:25 GMT",24-09-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0299,Nicolas Yunes,Stephon Alexander and Nicolas Yunes,Parametrized Post-Newtonian Expansion of Chern-Simons Gravity,14 pagges,"Phys.Rev.D75:124022,2007",10.1103/PhysRevD.75.124022,IGPG-07/4-1,hep-th astro-ph gr-qc,,"  We investigate the weak-field, post-Newtonian expansion to the solution of
the field equations in Chern-Simons gravity with a perfect fluid source. In
particular, we study the mapping of this solution to the parameterized
post-Newtonian formalism to 1 PN order in the metric. We find that the PPN
parameters of Chern-Simons gravity are identical to those of general
relativity, with the exception of the inclusion of a new term that is
proportional to the Chern-Simons coupling parameter and the curl of the PPN
vector potentials. We also find that the new term is naturally enhanced by the
non-linearity of spacetime and we provide a physical interpretation for it. By
mapping this correction to the gravito-electro-magnetic framework, we study the
corrections that this new term introduces to the acceleration of point
particles and the frame-dragging effect in gyroscopic precession. We find that
the Chern-Simons correction to these classical predictions could be used by
current and future experiments to place bounds on intrinsic parameters of
Chern-Simons gravity and, thus, string theory.
",v1,"Tue, 3 Apr 2007 12:46:48 GMT",,,26-11-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.03,Philip Kim,"Meninder Purewal, Byung Hee Hong, Anirudhh Ravi, Bhupesh Chandra,
  James Hone, and Philip Kim","Scaling of Resistance and Electron Mean Free Path of Single-Walled
  Carbon Nanotubes","4 pages 4 figures, to appear in Phys. Rev. Lett","Phys. Rev. Lett, 98, 186808 (2007)",10.1103/PhysRevLett.98.186808,,cond-mat.mes-hall cond-mat.mtrl-sci,,"  We present an experimental investigation on the scaling of resistance in
individual single walled carbon nanotube devices with channel lengths that vary
four orders of magnitude on the same sample. The electron mean free path is
obtained from the linear scaling of resistance with length at various
temperatures. The low temperature mean free path is determined by impurity
scattering, while at high temperature the mean free path decreases with
increasing temperature, indicating that it is limited by electron-phonon
scattering. An unusually long mean free path at room temperature has been
experimentally confirmed. Exponentially increasing resistance with length at
extremely long length scales suggests anomalous localization effects.
",v1,"Tue, 3 Apr 2007 01:28:00 GMT",v2,"Thu, 5 Apr 2007 21:02:56 GMT",13-11-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0301,Akitoshi Kawamura,Akitoshi Kawamura,Differential Recursion and Differentially Algebraic Functions,"14 pages, 3 figures","Revised and published in ACM Trans. Comput. Logic 10, Article 22,
  2009, under the title ""Differential Recursion"".",10.1145/1507244.1507252,,cs.CC,,"  Moore introduced a class of real-valued ""recursive"" functions by analogy with
Kleene's formulation of the standard recursive functions. While his concise
definition inspired a new line of research on analog computation, it contains
some technical inaccuracies. Focusing on his ""primitive recursive"" functions,
we pin down what is problematic and discuss possible attempts to remove the
ambiguity regarding the behavior of the differential recursion operator on
partial functions. It turns out that in any case the purported relation to
differentially algebraic functions, and hence to Shannon's model of analog
computation, fails.
",v1,"Tue, 3 Apr 2007 19:50:14 GMT",,,19-04-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0302,Li Wang,Li Wang and Lijian Yang,Spline Single-Index Prediction Model,"39 pages,5 figures",,,,math.ST stat.TH,,"  For the past two decades, single-index model, a special case of projection
pursuit regression, has proven to be an efficient way of coping with the high
dimensional problem in nonparametric regression. In this paper, based on weakly
dependent sample, we investigate the single-index prediction (SIP) model which
is robust against deviation from the single-index model. The single-index is
identified by the best approximation to the multivariate prediction function of
the response variable, regardless of whether the prediction function is a
genuine single-index function. A polynomial spline estimator is proposed for
the single-index prediction coefficients, and is shown to be root-n consistent
and asymptotically normal. An iterative optimization routine is used which is
sufficiently fast for the user to analyze large data of high dimension within
seconds. Simulation experiments have provided strong evidence that corroborates
with the asymptotic theory. Application of the proposed procedure to the rive
flow data of Iceland has yielded superior out-of-sample rolling forecasts.
",v1,"Tue, 3 Apr 2007 16:12:08 GMT",v2,"Fri, 6 Apr 2007 14:46:37 GMT",23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0303,Stefan Westerhoff,"S.Y. BenZvi, B.M. Connolly, J.A.J. Matthews, M. Prouza, E.F. Visbal,
  S. Westerhoff","Measurement of the Aerosol Phase Function at the Pierre Auger
  Observatory","19 pages, 10 figures (4 in color), replaced with version accepted for
  publication in Astroparticle Physics","Astropart.Phys.28:312-320,2007",10.1016/j.astropartphys.2007.06.005,,astro-ph physics.ao-ph,,"  Air fluorescence detectors measure the energy of ultra-high energy cosmic
rays by collecting fluorescence light emitted from nitrogen molecules along the
extensive air shower cascade. To ensure a reliable energy determination, the
light signal needs to be corrected for atmospheric effects, which not only
attenuate the signal, but also produce a non-negligible background component
due to scattered Cherenkov light and multiple-scattered light. The correction
requires regular measurements of the aerosol attenuation length and the aerosol
phase function, defined as the probability of light scattered in a given
direction. At the Pierre Auger Observatory in Malargue, Argentina, the phase
function is measured on an hourly basis using two Aerosol Phase Function (APF)
light sources. These sources direct a UV light beam across the field of view of
the fluorescence detectors; the phase function can be extracted from the image
of the shots in the fluorescence detector cameras. This paper describes the
design, current status, standard operation procedure, and performance of the
APF system at the Pierre Auger Observatory.
",v1,"Tue, 3 Apr 2007 01:55:20 GMT",v2,"Mon, 2 Jul 2007 17:33:28 GMT",26-11-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0304,Carlos Gershenson,Carlos Gershenson,The World as Evolving Information,"16 pages. Extended version, three more laws of information, two
  classifications, and discussion added. To be published (soon) in
  International Conference on Complex Systems 2007 Proceedings","Minai, A., Braha, D., and Bar-Yam, Y., eds. Unifying Themes in
  Complex Systems VII, pp. 100-115. Springer, Berlin Heidelberg, 2012",10.1007/978-3-642-18003-3_10,,cs.IT cs.AI math.IT q-bio.PE,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This paper discusses the benefits of describing the world as information,
especially in the study of the evolution of life and cognition. Traditional
studies encounter problems because it is difficult to describe life and
cognition in terms of matter and energy, since their laws are valid only at the
physical scale. However, if matter and energy, as well as life and cognition,
are described in terms of information, evolution can be described consistently
as information becoming more complex.
  The paper presents eight tentative laws of information, valid at multiple
scales, which are generalizations of Darwinian, cybernetic, thermodynamic,
psychological, philosophical, and complexity principles. These are further used
to discuss the notions of life, cognition and their evolution.
",v1,"Tue, 3 Apr 2007 02:08:48 GMT",v2,"Thu, 30 Aug 2007 20:03:59 GMT",05-04-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0305,Yongxing Guo,"Yongxing Guo, Yifeng Liu, Jay X. Tang, and James M. Valles Jr","Polymerization Force Driven Buckling of Microtubule Bundles Determines
  the Wavelength of Patterns Formed in Tubulin Solutions","4 pages, 4 figures","Phys. Rev. Lett. 98, 198103 (2007)",10.1103/PhysRevLett.98.198103,,physics.bio-ph,,"  We present a model for the spontaneous formation of a striated pattern in
polymerizing microtubule solutions. It describes the buckling of a single
microtubule (MT) bundle within an elastic network formed by other similarly
aligned and buckling bundles and unaligned MTs. Phase contrast and polarization
microscopy studies of the temporal evolution of the pattern imply that the
polymerization of MTs within the bundles creates the driving compressional
force. Using the measured rate of buckling, the established MT force-velocity
curve and the pattern wavelength, we obtain reasonable estimates for the MT
bundle bending rigidity and the elastic constant of the network. The analysis
implies that the bundles buckle as solid rods.
",v1,"Tue, 3 Apr 2007 03:22:34 GMT",,,13-06-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0306,Dongming Mei,"D.-M. Mei, S.R. Elliott, A. Hime, V. Gehman and K. Kazkaz","Neutron Inelastic Scattering Processes as Background for Double-Beta
  Decay Experiments","16 pages, 7 figures","Phys.Rev.C77:054614,2008",10.1103/PhysRevC.77.054614,,nucl-ex hep-ex,,"  We investigate several Pb$(n,n'\gamma$) and Ge$(n,n'\gamma$) reactions. We
measure $\gamma$-ray production from Pb$(n,n'\gamma$) reactions that can be a
significant background for double-beta decay experiments which use lead as a
massive inner shield. Particularly worrisome for Ge-based double-beta decay
experiments are the 2041-keV and 3062-keV $\gamma$ rays produced via
Pb$(n,n'\gamma$). The former is very close to the ^{76}Ge double-beta decay
endpoint energy and the latter has a double escape peak energy near the
endpoint. Excitation $\gamma$-ray lines from Ge$(n,n'\gamma$) reactions are
also observed. We consider the contribution of such backgrounds and their
impact on the sensitivity of next-generation searches for neutrinoless
double-beta decay using enriched germanium detectors.
",v1,"Tue, 3 Apr 2007 02:22:20 GMT",v2,"Tue, 3 Apr 2007 20:16:27 GMT",29-09-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0307,Eric L. N. Jensen,"Eric L. N. Jensen (1), Saurav Dhital (1,2), Keivan G. Stassun (2),
  Jenny Patience (3), William Herbst (4), Frederick M. Walter (5), Michal Simon
  (5), Gibor Basri (6); (1 - Swarthmore College; 2 - Vanderbilt; 3 - Caltech; 4
  - Wesleyan University; 5 - SUNY Stony Brook; 6 - UC Berkeley)",Periodic accretion from a circumbinary disk in the young binary UZ Tau E,"Accepted by the Astronomical Journal; to appear July 2007; Corrected
  minor typos","Astron.J.134:241-251,2007",10.1086/518408,,astro-ph,,"  Close pre-main-sequence binary stars are expected to clear central holes in
their protoplanetary disks, but the extent to which material can flow from the
circumbinary disk across the gap onto the individual circumstellar disks has
been unclear. In binaries with eccentric orbits, periodic perturbation of the
outer disk is predicted to induce mass flow across the gap, resulting in
accretion that varies with the binary period. This accretion may manifest
itself observationally as periodic changes in luminosity. Here we present a
search for such periodic accretion in the pre-main-sequence spectroscopic
binary UZ Tau E. We present BVRI photometry spanning three years; we find that
the brightness of UZ Tau E is clearly periodic, with a best-fit period of 19.16
+/- 0.04 days. This is consistent with the spectroscopic binary period of 19.13
days, refined here from analysis of new and existing radial velocity data. The
brightness of UZ Tau E shows significant random variability, but the overall
periodic pattern is a broad peak in enhanced brightness, spanning more than
half the binary orbital period. The variability of the H-alpha line is not as
clearly periodic, but given the sparseness of the data, some periodic component
is not ruled out. The photometric variations are in good agreement with
predictions from simulations of binaries with orbital parameters similar to
those of UZ Tau E, suggesting that periodic accretion does occur from
circumbinary disks, replenishing the inner disks and possibly extending the
timescale over which they might form planets.
",v1,"Tue, 3 Apr 2007 03:05:13 GMT",v2,"Thu, 3 May 2007 15:56:00 GMT",23-06-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
